CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
713227233,Existing Customer,42,M,4,Graduate,Single,$80K - $120K,Blue,33,4,2,2,32535.0,0,32535.0,0.792,4374,79,0.795,0.0,0.00011937,0.99988
714294183,Attrited Customer,54,M,1,Graduate,Divorced,$80K - $120K,Blue,44,1,3,3,9580.0,132,9448.0,0.32,5385,51,0.308,0.014,0.99649,0.00350838
719192808,Existing Customer,51,M,4,Graduate,Single,$120K +,Blue,36,2,1,1,3168.0,2147,1021.0,0.663,4674,71,0.821,0.678,3.4833e-05,0.99997
716461683,Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Silver,36,5,3,1,11884.0,1339,10545.0,0.556,4134,72,1.0,0.113,0.00010458,0.9999
720452508,Existing Customer,51,F,1,College,Married,Unknown,Blue,37,4,3,1,11167.0,0,11167.0,0.622,3848,74,0.762,0.0,9.8992e-05,0.9999
710243208,Existing Customer,56,F,4,Unknown,Married,Less than $40K,Blue,44,3,3,2,1707.0,0,1707.0,0.683,4846,80,0.569,0.0,0.00020735,0.99979
714726858,Attrited Customer,31,F,0,Post-Graduate,Divorced,Less than $40K,Blue,36,6,3,3,4871.0,0,4871.0,0.89,2773,34,0.789,0.0,0.99674,0.00326213
708357183,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,38,4,2,3,1438.3,0,1438.3,1.001,3511,64,0.882,0.0,0.00021834,0.99978
717600483,Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,43,2,2,1,23223.0,628,22595.0,0.837,7358,87,0.642,0.027,7.5449e-05,0.99992
711636558,Existing Customer,33,M,3,Graduate,Married,$80K - $120K,Blue,36,5,3,4,2711.0,2073,638.0,0.711,1567,42,0.75,0.765,0.00053543,0.99946
789212883,Attrited Customer,30,F,1,Uneducated,Divorced,Less than $40K,Blue,19,6,1,2,1644.0,0,1644.0,0.82,2533,44,0.517,0.0,0.98154,0.01846
716480358,Existing Customer,45,M,3,Uneducated,Single,$60K - $80K,Blue,36,2,2,1,11121.0,1296,9825.0,0.789,13814,81,1.025,0.117,7.3235e-05,0.99993
715207458,Existing Customer,46,F,1,Unknown,Single,Less than $40K,Blue,39,2,2,1,2029.0,1074,955.0,0.514,4802,90,0.8,0.529,7.0819e-05,0.99993
711436983,Existing Customer,57,M,3,Unknown,Single,$120K +,Silver,49,1,2,1,34516.0,2517,31999.0,0.693,8596,102,0.672,0.073,7.0741e-05,0.99993
712863183,Existing Customer,46,F,3,Graduate,Married,$40K - $60K,Blue,38,2,3,3,10018.0,829,9189.0,0.844,13819,114,0.81,0.083,0.0003139,0.99969
717437058,Existing Customer,38,M,2,Unknown,Divorced,$60K - $80K,Silver,26,4,2,0,26437.0,681,25756.0,1.021,2167,57,0.727,0.026,4.17e-05,0.99996
709385133,Existing Customer,42,F,2,Doctorate,Married,Unknown,Blue,30,4,3,5,14828.0,1513,13315.0,0.748,15572,113,0.614,0.102,0.0012912,0.99871
709074108,Existing Customer,36,M,2,College,Single,$60K - $80K,Blue,24,5,2,5,23032.0,840,22192.0,0.739,2787,73,0.698,0.036,0.0005493,0.99945
711819708,Attrited Customer,33,F,3,Post-Graduate,Unknown,Unknown,Blue,25,3,2,4,4734.0,2517,2217.0,0.483,2275,55,0.897,0.532,0.9975,0.00250084
710856558,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,36,2,3,1,3336.0,1889,1447.0,0.85,13989,105,0.567,0.566,0.00010848,0.99989
779922183,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,36,2,2,2,2253.0,1981,272.0,0.55,4758,81,0.723,0.879,0.00010386,0.9999
714107958,Existing Customer,45,M,1,Graduate,Single,$40K - $60K,Blue,36,4,4,3,6576.0,0,6576.0,0.579,1465,34,0.619,0.0,0.00034315,0.99966
708185208,Existing Customer,27,M,0,Graduate,Single,$40K - $60K,Blue,16,4,1,2,3178.0,1118,2060.0,0.643,2010,31,0.55,0.352,4.7263e-05,0.99995
710980383,Attrited Customer,53,M,3,High School,Single,$80K - $120K,Silver,33,2,2,3,34516.0,0,34516.0,0.534,6361,74,1.114,0.0,0.9943,0.0057
769152783,Attrited Customer,60,F,2,High School,Single,Less than $40K,Blue,54,1,6,2,8141.0,1811,6330.0,1.043,5043,53,0.432,0.222,0.99281,0.00719
795810633,Existing Customer,65,M,0,Uneducated,Married,Unknown,Blue,56,3,3,2,10144.0,1295,8849.0,0.758,1234,24,1.182,0.128,0.00015871,0.99984
712552608,Attrited Customer,46,F,3,Graduate,Married,Less than $40K,Blue,34,3,3,1,1438.3,0,1438.3,0.714,2658,43,0.654,0.0,0.9912,0.0088
788701608,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,26,5,2,3,2950.0,1705,1245.0,0.605,1260,32,0.6,0.578,0.00020077,0.9998
794496033,Existing Customer,57,M,2,Unknown,Single,$80K - $120K,Blue,38,6,1,3,23008.0,2280,20728.0,0.674,1302,36,0.636,0.099,0.00010183,0.9999
771222558,Existing Customer,45,F,3,Graduate,Unknown,Less than $40K,Blue,32,6,1,3,2900.0,2018,882.0,0.705,4467,79,0.756,0.696,9.6126e-05,0.9999
751076058,Existing Customer,44,F,4,Unknown,Married,Unknown,Blue,37,4,3,3,5826.0,0,5826.0,0.689,3756,73,0.921,0.0,0.00034872,0.99965
716448783,Attrited Customer,48,F,3,Graduate,Married,$40K - $60K,Blue,39,2,4,3,6235.0,0,6235.0,0.848,1225,34,0.478,0.0,0.99737,0.0026282
718941183,Existing Customer,48,F,1,College,Married,Less than $40K,Blue,38,5,2,2,1832.0,748,1084.0,0.879,4376,87,0.812,0.408,0.00010387,0.9999
779542608,Existing Customer,47,M,4,Uneducated,Single,$80K - $120K,Blue,32,3,3,2,34010.0,1340,32670.0,0.744,1739,39,0.5,0.039,0.00019396,0.99981
709432833,Existing Customer,53,F,1,Unknown,Married,Less than $40K,Blue,36,2,2,3,1472.0,1196,276.0,1.24,4859,73,0.973,0.812,0.00019751,0.9998
710138883,Attrited Customer,47,F,3,Graduate,Unknown,Less than $40K,Blue,36,5,2,2,8109.0,0,8109.0,0.601,1835,43,0.344,0.0,0.99161,0.00839
789925833,Existing Customer,50,F,2,High School,Married,Unknown,Blue,41,3,1,1,8159.0,2277,5882.0,0.749,4402,64,0.684,0.279,3.2288e-05,0.99997
710881008,Existing Customer,42,M,3,High School,Single,$80K - $120K,Blue,29,3,1,1,6380.0,1238,5142.0,0.903,4119,66,0.61,0.194,3.3505e-05,0.99997
772706283,Existing Customer,38,F,2,College,Married,$40K - $60K,Blue,28,3,3,4,6275.0,1579,4696.0,0.996,1585,43,0.72,0.252,0.00050168,0.9995
809147283,Existing Customer,43,F,5,Graduate,Married,Less than $40K,Gold,38,2,2,1,15987.0,1372,14615.0,0.649,15058,109,0.912,0.086,8.1644e-05,0.99992
806415183,Existing Customer,51,F,0,Doctorate,Married,Unknown,Blue,46,1,3,3,13623.0,1432,12191.0,0.594,4534,83,0.886,0.105,0.00037564,0.99962
778180158,Existing Customer,44,M,4,Doctorate,Divorced,$80K - $120K,Blue,34,5,1,4,7150.0,1887,5263.0,0.455,3636,69,0.643,0.264,0.00023984,0.99976
718086783,Existing Customer,50,M,5,Uneducated,Married,$120K +,Blue,36,2,2,1,13478.0,0,13478.0,0.929,4738,56,0.867,0.0,7.2863e-05,0.99993
823507833,Existing Customer,44,M,4,High School,Single,$60K - $80K,Blue,40,4,3,2,14370.0,945,13425.0,0.557,4510,79,0.646,0.066,0.00018339,0.99982
721276383,Existing Customer,47,F,2,Post-Graduate,Divorced,$40K - $60K,Blue,33,6,2,3,5624.0,1216,4408.0,0.691,3843,66,1.0,0.216,0.00022525,0.99977
718001508,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,29,1,1,2,2890.0,2150,740.0,0.657,4377,84,0.867,0.744,5.7151e-05,0.99994
798451908,Existing Customer,36,F,2,Graduate,Married,Less than $40K,Blue,30,1,3,2,5723.0,0,5723.0,0.85,12403,120,0.69,0.0,0.00017987,0.99982
709447908,Existing Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,33,4,3,4,2648.0,2309,339.0,1.006,3281,63,0.853,0.872,0.000516,0.99948
711050058,Existing Customer,33,F,2,Uneducated,Married,$40K - $60K,Blue,23,4,2,4,6732.0,0,6732.0,0.856,1644,45,0.731,0.0,0.00033577,0.99966
803124408,Attrited Customer,41,F,3,Unknown,Married,Unknown,Blue,35,2,3,5,11538.0,0,11538.0,0.507,1926,53,0.432,0.0,0.99902,0.00098036
711428733,Existing Customer,50,F,3,Post-Graduate,Divorced,$40K - $60K,Blue,39,3,2,2,3028.0,1339,1689.0,0.843,4144,64,0.684,0.442,0.00013897,0.99986
711854808,Attrited Customer,41,M,3,High School,Married,$120K +,Blue,32,2,2,1,34516.0,0,34516.0,0.965,4734,57,0.541,0.0,0.98576,0.01424
709820658,Existing Customer,45,M,4,High School,Married,$80K - $120K,Blue,36,3,2,3,34516.0,1170,33346.0,0.678,3785,64,0.6,0.034,0.00019517,0.9998
709379283,Existing Customer,39,M,2,Graduate,Married,$60K - $80K,Blue,27,3,1,4,13003.0,0,13003.0,0.877,1697,40,1.105,0.0,0.00015804,0.99984
796174983,Existing Customer,52,M,2,High School,Single,$80K - $120K,Blue,46,2,3,3,25737.0,1168,24569.0,0.718,7722,94,0.469,0.045,0.00029408,0.99971
711220683,Existing Customer,48,M,1,Unknown,Married,$60K - $80K,Blue,36,4,1,3,11770.0,1813,9957.0,0.623,3280,70,0.667,0.154,9.5577e-05,0.9999
804481608,Existing Customer,37,F,1,Unknown,Single,Less than $40K,Blue,32,6,3,3,9661.0,0,9661.0,0.926,2825,60,0.818,0.0,0.00031211,0.99969
794947683,Existing Customer,35,F,4,Graduate,Single,Less than $40K,Blue,29,6,3,0,2118.0,1189,929.0,1.158,4541,60,0.818,0.561,6.9589e-05,0.99993
810449883,Existing Customer,64,M,0,Unknown,Married,Less than $40K,Blue,56,6,1,0,2215.0,1915,300.0,0.794,1270,27,0.588,0.865,1.9163e-05,0.99998
711701058,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Silver,36,2,2,3,10973.0,1466,9507.0,0.802,4892,94,0.593,0.134,0.00018141,0.99982
708295533,Existing Customer,65,F,0,Post-Graduate,Married,Less than $40K,Blue,56,5,3,2,3549.0,1880,1669.0,0.624,1215,22,0.571,0.53,0.00018162,0.99982
788675658,Existing Customer,39,F,2,Unknown,Single,Less than $40K,Blue,29,6,2,4,1923.0,845,1078.0,0.587,1670,37,0.682,0.439,0.00035894,0.99964
815908908,Attrited Customer,47,F,4,Uneducated,Single,Unknown,Blue,42,3,4,3,6263.0,2517,3746.0,0.857,2613,50,0.724,0.402,0.99747,0.00252933
720730683,Existing Customer,51,F,2,Graduate,Married,Unknown,Blue,36,5,3,3,17412.0,730,16682.0,0.837,4997,84,0.615,0.042,0.00030251,0.9997
718445883,Existing Customer,61,F,1,Uneducated,Married,Less than $40K,Blue,36,3,2,4,6859.0,2489,4370.0,0.65,1617,26,1.0,0.363,0.00031517,0.99968
716149383,Existing Customer,62,M,0,Graduate,Married,$60K - $80K,Blue,36,6,3,3,3674.0,895,2779.0,0.658,1703,48,0.371,0.244,0.0002596,0.99974
713373708,Attrited Customer,54,F,3,Unknown,Single,Less than $40K,Blue,36,2,3,3,1857.0,0,1857.0,0.488,2464,57,0.839,0.0,0.99711,0.00288892
811915383,Existing Customer,36,M,3,Uneducated,Married,$40K - $60K,Blue,31,6,2,2,3152.0,1986,1166.0,1.328,2530,50,0.724,0.63,0.00012144,0.99988
779473308,Existing Customer,32,M,0,Uneducated,Single,$60K - $80K,Blue,14,4,3,3,8186.0,0,8186.0,0.737,2411,67,0.426,0.0,0.00026692,0.99973
719720058,Existing Customer,44,M,3,High School,Single,$60K - $80K,Blue,31,4,3,1,12756.0,837,11919.0,1.932,1413,14,1.8,0.066,0.00010943,0.99989
714697533,Existing Customer,26,M,1,High School,Single,$60K - $80K,Blue,15,6,3,3,4327.0,0,4327.0,0.624,2344,48,0.297,0.0,0.00027604,0.99972
778357458,Existing Customer,44,F,5,Unknown,Single,Less than $40K,Blue,24,4,3,3,2003.0,1224,779.0,0.646,1756,42,0.355,0.611,0.00034328,0.99966
716456808,Existing Customer,36,F,2,High School,Single,Less than $40K,Blue,36,6,2,5,8087.0,1263,6824.0,0.615,2429,69,0.643,0.156,0.00054925,0.99945
711929058,Existing Customer,28,M,0,High School,Married,Unknown,Blue,21,5,3,5,25618.0,1209,24409.0,1.228,2157,49,1.882,0.047,0.00074474,0.99926
709411383,Existing Customer,45,M,2,Uneducated,Unknown,$40K - $60K,Blue,37,6,4,1,2811.0,1630,1181.0,0.847,4275,78,0.733,0.58,0.00013479,0.99987
714622833,Existing Customer,47,M,3,Uneducated,Single,$80K - $120K,Blue,36,5,3,2,26058.0,1664,24394.0,0.916,3489,58,0.611,0.064,0.00019191,0.99981
716284308,Existing Customer,65,M,2,Graduate,Married,Unknown,Blue,55,3,2,2,6099.0,2175,3924.0,0.582,1319,34,0.545,0.357,0.00011382,0.99989
771723408,Attrited Customer,37,F,2,Unknown,Single,Less than $40K,Blue,25,3,2,4,1690.0,0,1690.0,0.69,2645,60,0.622,0.0,0.99722,0.00277723
711242058,Attrited Customer,48,M,4,Unknown,Single,$80K - $120K,Blue,36,1,3,1,11862.0,2517,9345.0,0.766,643,16,0.231,0.212,0.99207,0.00793
710359458,Existing Customer,50,F,1,Graduate,Married,$40K - $60K,Blue,36,5,1,3,2560.0,1807,753.0,0.995,4456,70,0.522,0.706,8.6952e-05,0.99991
708324483,Existing Customer,47,F,4,Unknown,Single,Less than $40K,Blue,39,3,3,4,1548.0,0,1548.0,0.664,4420,71,0.775,0.0,0.0005948,0.99941
787466808,Existing Customer,35,F,0,Unknown,Married,Less than $40K,Blue,22,2,2,3,3009.0,2517,492.0,0.735,5329,82,0.745,0.836,0.00018057,0.99982
799249833,Existing Customer,34,M,2,Graduate,Single,Less than $40K,Blue,28,5,1,4,4439.0,844,3595.0,0.863,2858,71,0.69,0.19,0.00015804,0.99984
719719158,Existing Customer,38,M,4,Post-Graduate,Single,$80K - $120K,Silver,36,1,3,1,34516.0,1435,33081.0,0.865,15584,114,0.839,0.042,0.00012095,0.99988
720437358,Existing Customer,40,M,3,Graduate,Single,$40K - $60K,Blue,32,5,1,2,2526.0,2303,223.0,0.836,3596,69,0.568,0.912,5.7151e-05,0.99994
720748608,Attrited Customer,44,M,3,Graduate,Divorced,$40K - $60K,Blue,32,1,2,2,3575.0,0,3575.0,0.843,7672,66,0.737,0.0,0.99161,0.00839
708758658,Existing Customer,49,M,4,Graduate,Married,$80K - $120K,Blue,39,5,1,1,34516.0,543,33973.0,0.745,3951,76,0.9,0.016,3.4833e-05,0.99997
711249858,Attrited Customer,49,M,4,Unknown,Married,$80K - $120K,Blue,38,2,3,2,29890.0,0,29890.0,0.64,3315,47,0.382,0.0,0.9952,0.00479863
712244733,Existing Customer,56,F,1,Unknown,Married,Less than $40K,Blue,45,4,1,2,3132.0,2230,902.0,0.78,4412,73,0.659,0.712,5.6825e-05,0.99994
780707733,Existing Customer,41,M,1,Graduate,Married,$80K - $120K,Blue,30,3,3,2,34516.0,2109,32407.0,0.703,6832,87,0.706,0.061,0.00016883,0.99983
769751958,Existing Customer,55,M,3,Unknown,Married,$120K +,Blue,49,3,2,4,9926.0,2018,7908.0,0.618,2235,57,0.357,0.203,0.00037246,0.99963
718785483,Existing Customer,38,M,1,Doctorate,Single,$80K - $120K,Silver,29,6,3,3,34516.0,1435,33081.0,1.13,4238,85,0.809,0.042,0.00037126,0.99963
720914358,Existing Customer,46,F,3,Graduate,Married,Less than $40K,Blue,36,3,2,3,4416.0,1333,3083.0,0.631,4894,84,0.647,0.302,0.00019864,0.9998
716452908,Existing Customer,36,F,1,Unknown,Single,Less than $40K,Blue,36,4,2,3,9239.0,1421,7818.0,0.823,2246,44,0.833,0.154,0.00019751,0.9998
710616183,Existing Customer,46,F,3,Uneducated,Single,Unknown,Blue,33,5,3,4,19995.0,0,19995.0,0.65,1879,34,0.7,0.0,0.00055052,0.99945
718795083,Existing Customer,44,F,2,Graduate,Married,Unknown,Blue,26,2,1,3,2006.0,1030,976.0,0.881,5337,85,0.735,0.513,9.2637e-05,0.99991
782548758,Existing Customer,42,F,5,High School,Divorced,Less than $40K,Blue,36,5,2,3,2069.0,1288,781.0,0.81,5668,82,0.64,0.623,0.00019213,0.99981
771730758,Existing Customer,51,F,1,High School,Single,Unknown,Blue,39,4,3,2,5448.0,0,5448.0,1.011,4443,75,1.083,0.0,0.00016413,0.99984
778868958,Attrited Customer,42,F,2,Graduate,Married,Less than $40K,Blue,23,3,3,3,1929.0,1673,256.0,0.835,857,36,1.118,0.867,0.99671,0.00329379
714109308,Existing Customer,46,M,5,College,Single,$80K - $120K,Blue,36,1,2,3,13187.0,2241,10946.0,0.689,15354,112,0.931,0.17,0.00019215,0.99981
721299483,Existing Customer,47,M,3,Graduate,Single,$80K - $120K,Blue,32,2,1,1,11671.0,1304,10367.0,0.491,4168,71,0.868,0.112,3.4465e-05,0.99997
717714633,Existing Customer,49,M,3,Uneducated,Married,$120K +,Gold,38,4,3,4,14938.0,0,14938.0,0.737,15277,131,0.724,0.0,0.00063422,0.99937
713552958,Existing Customer,43,M,5,Graduate,Unknown,$60K - $80K,Blue,28,1,3,1,12773.0,1637,11136.0,0.919,14833,114,0.583,0.128,0.00011199,0.99989
709912683,Existing Customer,53,F,4,Graduate,Single,Unknown,Gold,41,5,1,2,34516.0,2374,32142.0,0.81,4390,77,0.604,0.069,6.6549e-05,0.99993
808284783,Existing Customer,62,F,1,Unknown,Married,Less than $40K,Blue,56,6,0,0,1438.3,0,1438.3,0.813,1951,44,1.095,0.0,7.7559e-06,0.99999
715225458,Existing Customer,56,F,1,Uneducated,Married,Less than $40K,Blue,36,6,3,4,5991.0,1993,3998.0,0.673,1867,53,0.767,0.333,0.000498,0.9995
711311883,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Silver,35,5,2,2,13994.0,0,13994.0,0.57,3299,63,0.853,0.0,0.00010284,0.9999
709343433,Existing Customer,39,F,2,Graduate,Single,Less than $40K,Blue,26,5,3,3,2469.0,1826,643.0,0.666,3837,74,0.721,0.74,0.00030251,0.9997
779420583,Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,33,2,1,3,3001.0,2055,946.0,0.838,4662,70,0.628,0.685,9.7154e-05,0.9999
803648508,Existing Customer,43,M,4,High School,Unknown,$80K - $120K,Blue,37,4,2,3,13882.0,758,13124.0,0.5,1646,42,0.75,0.055,0.00019517,0.9998
709730508,Existing Customer,39,F,0,High School,Single,Unknown,Blue,27,6,3,3,17531.0,0,17531.0,0.8,4563,61,0.743,0.0,0.00025237,0.99975
778973658,Existing Customer,55,M,0,Doctorate,Married,$60K - $80K,Blue,36,4,6,4,4980.0,906,4074.0,0.721,2273,66,0.886,0.182,0.00050583,0.99949
710044308,Existing Customer,40,F,4,Graduate,Single,$40K - $60K,Blue,27,2,2,2,2625.0,1594,1031.0,0.544,2480,47,0.567,0.607,0.00011937,0.99988
821179233,Attrited Customer,50,F,1,Post-Graduate,Single,$40K - $60K,Blue,46,1,3,3,1493.0,932,561.0,0.466,1554,43,0.344,0.624,0.99702,0.00298315
709839858,Existing Customer,58,F,2,Graduate,Married,Less than $40K,Blue,39,3,4,3,4608.0,1077,3531.0,0.694,1535,31,0.632,0.234,0.00036558,0.99963
718306308,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,36,1,2,3,27984.0,1793,26191.0,0.754,8147,81,0.588,0.064,0.00020077,0.9998
717461283,Attrited Customer,38,F,2,Graduate,Single,Unknown,Blue,24,3,2,3,2214.0,570,1644.0,0.688,2066,45,0.25,0.257,0.9948,0.0052
716468658,Existing Customer,51,F,2,Unknown,Single,Less than $40K,Blue,36,3,1,3,3537.0,0,3537.0,0.647,4101,80,0.702,0.0,0.00010183,0.9999
712895733,Attrited Customer,40,M,4,Uneducated,Single,$80K - $120K,Blue,36,6,3,2,34516.0,572,33944.0,1.05,8659,81,1.077,0.017,0.99487,0.00513
720848733,Existing Customer,38,M,1,High School,Married,$80K - $120K,Blue,24,4,3,2,13363.0,1230,12133.0,0.688,1815,33,0.435,0.092,0.00016413,0.99984
715499808,Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,36,4,1,4,3552.0,2517,1035.0,0.465,1342,26,1.0,0.709,0.00014907,0.99985
823928058,Existing Customer,52,F,2,Uneducated,Married,Less than $40K,Blue,48,3,2,4,5299.0,578,4721.0,0.931,4509,79,0.717,0.109,0.00033577,0.99966
819169683,Existing Customer,34,M,2,Unknown,Married,$40K - $60K,Blue,29,3,2,2,3436.0,1650,1786.0,0.788,1972,37,0.947,0.48,0.00012511,0.99987
713308683,Existing Customer,52,M,1,Uneducated,Single,$80K - $120K,Blue,37,5,2,2,2733.0,1306,1427.0,0.791,1139,39,0.444,0.478,0.00010985,0.99989
779320008,Attrited Customer,43,M,3,College,Married,$80K - $120K,Blue,25,3,3,3,2900.0,2517,383.0,0.719,2180,31,0.409,0.868,0.99674,0.00326498
712829808,Attrited Customer,39,M,3,Uneducated,Married,$60K - $80K,Blue,29,4,3,4,2187.0,0,2187.0,0.467,2031,40,0.333,0.0,0.99819,0.00181217
715129233,Existing Customer,51,F,4,High School,Single,Less than $40K,Blue,36,6,3,3,2902.0,1634,1268.0,0.588,4748,74,0.51,0.563,0.00030842,0.99969
716890533,Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,36,6,2,2,2182.0,1722,460.0,0.937,5377,86,0.654,0.789,0.00011703,0.99988
714820158,Attrited Customer,29,M,0,High School,Single,$40K - $60K,Blue,36,6,3,1,5988.0,660,5328.0,1.041,10211,68,1.0,0.11,0.98907,0.01093
712521783,Existing Customer,54,M,3,Graduate,Unknown,$80K - $120K,Blue,47,6,2,4,15108.0,1288,13820.0,0.684,3713,65,0.512,0.085,0.00033886,0.99966
719446833,Existing Customer,58,F,1,High School,Married,Less than $40K,Blue,46,4,1,3,2799.0,1532,1267.0,0.583,4214,83,0.537,0.547,8.453e-05,0.99992
806264958,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,47,5,2,3,7030.0,994,6036.0,0.725,3211,69,0.725,0.141,0.0001861,0.99981
714505683,Existing Customer,51,M,4,Uneducated,Divorced,$80K - $120K,Blue,38,5,3,2,34516.0,0,34516.0,0.506,3250,63,0.658,0.0,0.00019396,0.99981
775112958,Existing Customer,51,M,1,Unknown,Married,$60K - $80K,Blue,45,2,3,3,11548.0,0,11548.0,0.611,7781,72,0.895,0.0,0.00031211,0.99969
720212508,Existing Customer,51,F,1,Graduate,Single,Less than $40K,Blue,37,4,3,4,4402.0,697,3705.0,0.7,3325,76,0.652,0.158,0.00048435,0.99952
718133733,Existing Customer,44,F,4,Post-Graduate,Unknown,Less than $40K,Blue,36,3,1,1,7317.0,1540,5777.0,0.616,4100,76,0.81,0.21,4.0988e-05,0.99996
709198158,Existing Customer,50,F,4,Graduate,Single,Less than $40K,Blue,36,6,2,0,3125.0,1928,1197.0,0.412,1631,46,0.533,0.617,4.4033e-05,0.99996
712027683,Existing Customer,47,F,2,Doctorate,Married,Less than $40K,Blue,35,3,2,2,5544.0,1184,4360.0,0.85,1336,38,0.652,0.214,0.00016471,0.99984
713269533,Attrited Customer,42,M,2,College,Single,$80K - $120K,Blue,36,1,3,1,9959.0,2517,7442.0,0.884,8847,85,0.771,0.253,0.99061,0.00939
715204083,Existing Customer,47,F,4,Doctorate,Single,Less than $40K,Blue,36,3,2,2,2765.0,901,1864.0,0.898,4990,80,0.905,0.326,0.00017274,0.99983
792098883,Existing Customer,37,M,2,Doctorate,Single,$120K +,Blue,31,2,1,3,2360.0,1204,1156.0,0.539,3696,82,0.822,0.51,0.00013405,0.99987
771899433,Attrited Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,37,5,2,4,7970.0,2434,5536.0,0.406,1263,27,0.35,0.305,0.99706,0.00294141
709222008,Attrited Customer,41,M,3,Unknown,Single,$80K - $120K,Blue,32,1,3,4,4742.0,2221,2521.0,0.464,2422,41,0.464,0.468,0.9983,0.00169532
772514808,Existing Customer,36,F,2,Uneducated,Single,$40K - $60K,Blue,26,3,2,4,3131.0,2379,752.0,0.748,2315,63,0.853,0.76,0.00033577,0.99966
717775608,Existing Customer,51,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,43,4,2,0,4830.0,1970,2860.0,0.799,4850,80,0.633,0.408,4.9404e-05,0.99995
789866133,Existing Customer,45,F,3,Graduate,Unknown,$40K - $60K,Blue,35,2,3,2,4318.0,2359,1959.0,0.993,12867,118,0.573,0.546,0.00018665,0.99981
713873658,Existing Customer,45,M,4,High School,Single,$120K +,Blue,37,4,3,3,2701.0,1986,715.0,0.538,4767,76,0.854,0.735,0.00030842,0.99969
720054183,Existing Customer,41,F,2,Graduate,Single,$40K - $60K,Blue,25,4,2,2,2768.0,2228,540.0,0.864,5112,86,0.87,0.805,0.00011382,0.99989
778407033,Existing Customer,59,F,0,Uneducated,Married,Less than $40K,Blue,39,6,3,4,2417.0,1932,485.0,1.044,2367,50,0.786,0.799,0.00045531,0.99954
735417408,Existing Customer,37,M,2,High School,Married,$60K - $80K,Blue,30,4,1,2,2218.0,1266,952.0,0.709,1941,58,0.568,0.571,5.3542e-05,0.99995
719036883,Existing Customer,48,F,1,Uneducated,Divorced,Less than $40K,Blue,38,3,3,2,4668.0,0,4668.0,0.896,4163,77,0.453,0.0,0.0001736,0.99983
710502258,Existing Customer,39,M,3,Graduate,Single,$60K - $80K,Blue,36,5,3,4,2527.0,2204,323.0,0.9,4598,85,0.771,0.872,0.00053543,0.99946
720258183,Existing Customer,39,F,4,Graduate,Single,$40K - $60K,Blue,25,2,3,3,3394.0,2517,877.0,0.689,5421,75,0.829,0.742,0.00031726,0.99968
709824633,Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,35,2,5,3,1552.0,1375,177.0,0.995,5064,80,0.905,0.886,0.00034447,0.99966
711643458,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,43,6,3,4,1438.3,0,1438.3,1.068,1439,41,1.05,0.0,0.000498,0.9995
820288233,Existing Customer,26,F,0,Uneducated,Single,Less than $40K,Blue,20,4,3,4,1438.3,0,1438.3,0.764,2731,39,0.5,0.0,0.00045531,0.99954
720781158,Existing Customer,44,F,2,Uneducated,Divorced,$40K - $60K,Blue,27,4,2,3,5608.0,1243,4365.0,0.497,3829,74,0.396,0.222,0.00019683,0.9998
709364433,Existing Customer,36,F,3,High School,Married,Unknown,Blue,30,6,2,2,3399.0,2173,1226.0,0.795,1571,34,1.0,0.639,0.00011482,0.99989
713843283,Existing Customer,41,F,3,Unknown,Married,Unknown,Silver,34,5,3,3,34516.0,2053,32463.0,1.034,1487,26,0.733,0.059,0.00031177,0.99969
774099708,Existing Customer,39,F,3,High School,Single,Less than $40K,Blue,33,2,1,2,1621.0,0,1621.0,0.779,7400,86,0.686,0.0,5.5559e-05,0.99994
